tournament,player,points,bonus_a,bonus_b

S1E5,Pepis,5,0,0
S1E5,Artur,5,0,0
S1E5,Michal,5,0,0
S1E5,Piotrek,5,0,0
S1E5,Szumik,5,0,0
S1E5,Szatan,5,0,0
S1E5,Jacek,5,0,0
S1E5,Szymon,5,0,0
