tournament,player,points,bonus_a,bonus_b

S1E6,Pepis,6,0,0
S1E6,Artur,6,0,0
S1E6,Michal,6,0,0
S1E6,Piotrek,6,0,0
S1E6,Szumik,6,0,0
S1E6,Szatan,6,0,0
S1E6,Jacek,6,0,0
S1E6,Szymon,6,0,0
