tournament,player,points,bonus_a,bonus_b

S1E2,Pepis,2,0,0
S1E2,Artur,2,0,0
S1E2,Michal,2,0,0
S1E2,Piotrek,2,0,0
S1E2,Szumik,2,0,0
S1E2,Szatan,2,0,0
S1E2,Jacek,2,0,0
S1E2,Szymon,2,0,0
