tournament,player,points,bonus_a,bonus_b

S1E3,Pepis,3,0,0
S1E3,Artur,3,0,0
S1E3,Michal,3,0,0
S1E3,Piotrek,3,0,0
S1E3,Szumik,3,0,0
S1E3,Szatan,3,0,0
S1E3,Jacek,3,0,0
S1E3,Szymon,3,0,0
