tournament,player,points,bonus_a,bonus_b

S1E7,Pepis,7,0,0
S1E7,Artur,7,0,0
S1E7,Michal,7,0,0
S1E7,Piotrek,7,0,0
S1E7,Szumik,7,0,0
S1E7,Szatan,7,0,0
S1E7,Jacek,7,0,0
S1E7,Szymon,7,0,0
