tournament,player,points,bonus_a,bonus_b

S1E9,Pepis,9,0,0
S1E9,Artur,9,0,0
S1E9,Michal,9,0,0
S1E9,Piotrek,9,0,0
S1E9,Szumik,9,0,0
S1E9,Szatan,9,0,0
S1E9,Jacek,9,0,0
S1E9,Szymon,9,0,0
